"date","NYT_dailySD","CD_dailySD","CNBC_dailySD","NYT_MSS","CD_MSS","CNBC_MSS","NYT_length","CD_length","CNBC_length","n_NYT_articles","n_CD_articles","n_CNBC_articles"
2016-09-12,NA,NA,NA,NA,0.266507607079781,NA,NA,2916,NA,0,0,3
2016-09-13,NA,0.528337052329464,NA,-2.6987784130083,0.460007095736994,NA,52137,3158,NA,1,0,5
2016-09-13,NA,0.528337052329464,NA,NA,0.487907878133556,NA,52137,5193,NA,1,0,5
2016-09-13,NA,0.528337052329464,NA,NA,1.26276937607772,NA,52137,7317,NA,1,0,5
2016-09-13,NA,0.528337052329464,NA,NA,1.29573625788861,NA,52137,6235,NA,1,0,5
2016-09-13,NA,0.528337052329464,NA,NA,1.64074434116371,NA,52137,4879,NA,1,0,5
2016-09-14,NA,NA,NA,-0.0953667754682782,0.614975967758663,NA,7541,5861,NA,1,0,4
2016-09-14,NA,NA,NA,NA,-0.19964969776152,NA,7541,2577,NA,1,0,4
2016-09-14,NA,NA,NA,NA,NA,NA,7541,NA,NA,1,0,4
2016-09-14,NA,NA,NA,NA,NA,NA,7541,NA,NA,1,0,4
2016-09-14,NA,NA,NA,NA,1.00387276681339,NA,7541,9408,NA,1,0,4
2016-09-14,NA,NA,NA,NA,-1.09655490436712,NA,7541,2941,NA,1,0,4
2016-09-15,NA,0.274843299651226,NA,NA,0.349590326411052,NA,NA,3449,NA,0,0,4
2016-09-15,NA,0.274843299651226,NA,NA,0.302473147374958,NA,NA,3323,NA,0,0,4
2016-09-15,NA,0.274843299651226,NA,NA,-0.163792365815268,NA,NA,3307,NA,0,0,4
2016-09-15,NA,0.274843299651226,NA,NA,0.458402625799061,NA,NA,5908,NA,0,0,4
2016-09-16,NA,0.572274141264719,NA,NA,0.690193082179941,NA,NA,15608,NA,0,0,3
2016-09-16,NA,0.572274141264719,NA,NA,1.38777091293169,NA,NA,7217,NA,0,0,3
2016-09-16,NA,0.572274141264719,NA,NA,0.253149982546508,NA,NA,5177,NA,0,0,3
2016-09-17,NA,1.36357069524694,NA,NA,0.946200141892724,NA,NA,12223,NA,0,0,3
2016-09-17,NA,1.36357069524694,NA,NA,-1.65658390671128,NA,NA,2920,NA,0,0,3
2016-09-17,NA,1.36357069524694,NA,NA,0.349869476663872,NA,NA,8469,NA,0,0,3
2016-09-18,NA,0.849960485155369,NA,NA,1.66429045010085,NA,NA,14180,NA,0,0,2
2016-09-18,NA,0.849960485155369,NA,NA,0.462264804512912,NA,NA,8891,NA,0,0,2
2016-09-19,NA,NA,NA,NA,0.0435722952234544,NA,NA,8279,NA,0,0,2
2016-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2
2016-09-19,NA,NA,NA,NA,-0.566680987764655,NA,NA,6748,NA,0,0,2
2016-09-20,NA,NA,NA,NA,1.11553985962538,NA,NA,8244,NA,0,0,3
2016-09-20,NA,NA,NA,NA,-0.257402084835941,NA,NA,3165,NA,0,0,3
2016-09-20,NA,NA,NA,NA,0.904563432723516,NA,NA,6615,NA,0,0,3
2016-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3
2016-09-21,NA,NA,NA,-0.0946838599710217,-0.842498790066439,NA,6303,2426,NA,1,0,3
2016-09-21,NA,NA,NA,NA,1.44323537518101,NA,6303,8583,NA,1,0,3
2016-09-21,NA,NA,NA,NA,-0.210228484256723,NA,6303,4093,NA,1,0,3
2016-09-21,NA,NA,NA,NA,NA,NA,6303,NA,NA,1,0,3
2016-09-22,NA,NA,NA,0.0781509580489509,NA,NA,6377,NA,NA,1,0,4
2016-09-22,NA,NA,NA,NA,-0.393792800072078,NA,6377,3834,NA,1,0,4
2016-09-22,NA,NA,NA,NA,1.46204758233802,NA,6377,7038,NA,1,0,4
2016-09-22,NA,NA,NA,NA,1.1966154619971,NA,6377,12358,NA,1,0,4
2016-09-22,NA,NA,NA,NA,-1.02167325716334,NA,6377,2792,NA,1,0,4
2016-09-22,NA,NA,NA,NA,NA,NA,6377,NA,NA,1,0,4
2016-09-23,NA,0.430044085436293,NA,NA,0.463976584832337,NA,NA,4912,NA,0,0,2
2016-09-23,NA,0.430044085436293,NA,NA,-0.144197593210003,NA,NA,3963,NA,0,0,2
2016-09-24,NA,0.866868514280237,NA,NA,1.56172556613068,NA,NA,10802,NA,0,0,2
2016-09-24,NA,0.866868514280237,NA,NA,0.335788356441351,NA,NA,7390,NA,0,0,2
2016-09-25,NA,0.125302548160497,NA,-0.0489417210230816,1.09848818507638,NA,5886,10180,NA,1,0,2
2016-09-25,NA,0.125302548160497,NA,NA,1.27569274808486,NA,5886,7329,NA,1,0,2
2016-09-26,NA,NA,NA,-0.251394139377237,0.59748618643609,NA,6093,5535,NA,1,0,1
2016-09-27,NA,0.841693525418418,NA,NA,-1.06678316260122,NA,NA,2732,NA,0,0,2
2016-09-27,NA,0.841693525418418,NA,NA,0.123551236407134,NA,NA,4810,NA,0,0,2
2016-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4
2016-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4
2016-09-28,NA,NA,NA,NA,-0.029990888034381,NA,NA,2952,NA,0,0,4
2016-09-28,NA,NA,NA,NA,0.415219823114918,NA,NA,3845,NA,0,0,4
2016-09-28,NA,NA,NA,NA,0.595897945135829,NA,NA,6092,NA,0,0,4
2016-09-28,NA,NA,NA,NA,-0.680505496873852,NA,NA,2341,NA,0,0,4
2016-09-29,NA,0.599290081670128,NA,NA,0.481030216880354,NA,NA,3678,NA,0,0,4
2016-09-29,NA,0.599290081670128,NA,NA,-0.0892338710173988,NA,NA,3226,NA,0,0,4
2016-09-29,NA,0.599290081670128,NA,NA,1.25784277620022,NA,NA,6532,NA,0,0,4
2016-09-29,NA,0.599290081670128,NA,NA,0.0836498917523536,NA,NA,3447,NA,0,0,4
2016-09-30,NA,0.704274587127008,NA,NA,0.0521245976739322,NA,NA,6711,NA,0,0,3
2016-09-30,NA,0.704274587127008,NA,NA,-1.00882940429546,NA,NA,2294,NA,0,0,3
2016-09-30,NA,0.704274587127008,NA,NA,0.324013184496688,NA,NA,6060,NA,0,0,3
2016-10-01,NA,NA,NA,NA,0.104820275220012,NA,NA,6352,NA,0,0,1
2016-10-02,NA,0.571912375443094,NA,NA,1.0879985751628,NA,NA,6326,NA,0,0,2
2016-10-02,NA,0.571912375443094,NA,NA,1.89680481300343,NA,NA,8584,NA,0,0,2
2016-10-03,NA,1.22552294226477,NA,NA,-1.24071652692035,NA,NA,2151,NA,0,0,4
2016-10-03,NA,1.22552294226477,NA,NA,-0.851019024355458,NA,NA,2544,NA,0,0,4
2016-10-03,NA,1.22552294226477,NA,NA,1.03583517755932,NA,NA,4074,NA,0,0,4
2016-10-03,NA,1.22552294226477,NA,NA,-1.78528272170647,NA,NA,2000,NA,0,0,4
2016-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3
2016-10-04,NA,NA,NA,NA,1.04893784160497,NA,NA,6768,NA,0,0,3
2016-10-04,NA,NA,NA,NA,0.0399975917146135,NA,NA,5209,NA,0,0,3
2016-10-04,NA,NA,NA,NA,-0.43843503633386,NA,NA,2617,NA,0,0,3
2016-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3
2016-10-05,NA,NA,NA,NA,-0.941036035104268,NA,NA,3361,NA,0,0,3
2016-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3
2016-10-05,NA,NA,NA,NA,1.47923725805078,NA,NA,5812,NA,0,0,3
2016-10-05,NA,NA,NA,NA,-0.804994191617918,NA,NA,3441,NA,0,0,3
2016-10-06,NA,0.956886035193988,NA,NA,0.708466303462585,NA,NA,8557,NA,0,0,4
2016-10-06,NA,0.956886035193988,NA,NA,-1.26323886512566,NA,NA,2968,NA,0,0,4
2016-10-06,NA,0.956886035193988,NA,NA,0.37138310075555,NA,NA,3045,NA,0,0,4
2016-10-06,NA,0.956886035193988,NA,NA,0.773520507124684,NA,NA,6481,NA,0,0,4
2016-10-07,NA,0.530039723838932,NA,NA,0.810334423186896,NA,NA,6570,NA,0,0,2
2016-10-07,NA,0.530039723838932,NA,NA,1.5599237892364,NA,NA,4338,NA,0,0,2
2016-10-08,NA,0.950856284497951,NA,NA,1.52765147888395,NA,NA,11833,NA,0,0,2
2016-10-08,NA,0.950856284497951,NA,NA,0.182937625479256,NA,NA,7985,NA,0,0,2
2016-10-09,NA,0.615645852377639,NA,NA,0.612763763048088,NA,NA,9447,NA,0,0,2
2016-10-09,NA,0.615645852377639,NA,NA,1.48341847709929,NA,NA,5670,NA,0,0,2
2016-10-10,NA,NA,NA,NA,2.03466978202776,NA,NA,7307,NA,0,0,1
2016-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
2016-10-11,NA,NA,NA,-0.334622325224404,0.0484296830077217,NA,6008,2792,NA,1,0,6
2016-10-11,NA,NA,NA,NA,0.888769039727245,NA,6008,4376,NA,1,0,6
2016-10-11,NA,NA,NA,NA,0.432990501737202,NA,6008,5132,NA,1,0,6
2016-10-11,NA,NA,NA,NA,NA,NA,6008,NA,NA,1,0,6
2016-10-11,NA,NA,NA,NA,1.20187545282924,NA,6008,7373,NA,1,0,6
2016-10-11,NA,NA,NA,NA,0.179200948161863,NA,6008,5354,NA,1,0,6
2016-10-11,NA,NA,NA,NA,-0.887462936970118,NA,6008,2562,NA,1,0,6
2016-10-12,NA,0.50825186811383,NA,NA,-0.671431827706451,NA,NA,2549,NA,0,0,6
2016-10-12,NA,0.50825186811383,NA,NA,-0.184510884272907,NA,NA,2722,NA,0,0,6
2016-10-12,NA,0.50825186811383,NA,NA,-0.237709902630049,NA,NA,3491,NA,0,0,6
2016-10-12,NA,0.50825186811383,NA,NA,0.0691479845239091,NA,NA,7378,NA,0,0,6
2016-10-12,NA,0.50825186811383,NA,NA,0.776163544472245,NA,NA,3685,NA,0,0,6
2016-10-12,NA,0.50825186811383,NA,NA,0.382098679924106,NA,NA,7530,NA,0,0,6
2016-10-13,NA,0.514933413865907,NA,NA,0.179950649186826,NA,NA,4354,NA,0,0,3
2016-10-13,NA,0.514933413865907,NA,NA,-0.0640051889220468,NA,NA,2997,NA,0,0,3
2016-10-13,NA,0.514933413865907,NA,NA,-0.808533717585249,NA,NA,2501,NA,0,0,3
2016-10-14,NA,1.23372435183258,NA,0.146390133747984,-0.170296204173112,NA,6609,3215,NA,1,0,2
2016-10-14,NA,1.23372435183258,NA,NA,1.57445350641847,NA,6609,6109,NA,1,0,2
2016-10-15,NA,0.246260943680254,NA,NA,1.44582534596725,NA,NA,13212,NA,0,0,2
2016-10-15,NA,0.246260943680254,NA,NA,1.09755977953184,NA,NA,6862,NA,0,0,2
2016-10-16,NA,NA,NA,NA,0.430128123119056,NA,NA,6077,NA,0,0,1
2016-10-17,NA,1.19369178110772,NA,NA,0.105519955364653,NA,NA,3916,NA,0,0,4
2016-10-17,NA,1.19369178110772,NA,NA,-0.345228846931315,NA,NA,3075,NA,0,0,4
2016-10-17,NA,1.19369178110772,NA,NA,-1.40996841927534,NA,NA,2881,NA,0,0,4
2016-10-17,NA,1.19369178110772,NA,NA,1.47116897409407,NA,NA,8829,NA,0,0,4
2016-10-18,NA,0.822945090447274,NA,NA,0.364301156426589,NA,NA,6559,NA,0,0,6
2016-10-18,NA,0.822945090447274,NA,NA,0.798069774943712,NA,NA,5627,NA,0,0,6
2016-10-18,NA,0.822945090447274,NA,NA,-0.553614755384795,NA,NA,3058,NA,0,0,6
2016-10-18,NA,0.822945090447274,NA,NA,0.0647336760345738,NA,NA,2926,NA,0,0,6
2016-10-18,NA,0.822945090447274,NA,NA,-1.45231462527706,NA,NA,2549,NA,0,0,6
2016-10-18,NA,0.822945090447274,NA,NA,0.461951970522554,NA,NA,6778,NA,0,0,6
2016-10-19,NA,NA,NA,NA,0.854556951133801,NA,NA,5848,NA,0,0,4
2016-10-19,NA,NA,NA,NA,0.0668669503579141,NA,NA,3309,NA,0,0,4
2016-10-19,NA,NA,NA,NA,-0.110444191596742,NA,NA,4598,NA,0,0,4
2016-10-19,NA,NA,NA,NA,-0.247086927407214,NA,NA,5886,NA,0,0,4
2016-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4
2016-10-20,NA,0.933953345819647,NA,-0.442626635471121,0.642457523358431,NA,6415,3778,NA,1,0,5
2016-10-20,NA,0.933953345819647,NA,NA,1.05488853415381,NA,6415,8902,NA,1,0,5
2016-10-20,NA,0.933953345819647,NA,NA,-1.06500503871295,NA,6415,2780,NA,1,0,5
2016-10-20,NA,0.933953345819647,NA,NA,1.24583894337672,NA,6415,3300,NA,1,0,5
2016-10-20,NA,0.933953345819647,NA,NA,0.915461893009722,NA,6415,7426,NA,1,0,5
2016-10-21,NA,0.867799960670322,NA,NA,-0.695916848492986,NA,NA,5221,NA,0,0,5
2016-10-21,NA,0.867799960670322,NA,NA,-1.73254228849162,NA,NA,2326,NA,0,0,5
2016-10-21,NA,0.867799960670322,NA,NA,-0.155430984418194,NA,NA,2850,NA,0,0,5
2016-10-21,NA,0.867799960670322,NA,NA,0.395590981511949,NA,NA,4571,NA,0,0,5
2016-10-21,NA,0.867799960670322,NA,NA,0.276648705777086,NA,NA,3333,NA,0,0,5
2016-10-22,NA,NA,NA,NA,0.968778396199826,NA,NA,10762,NA,0,0,2
2016-10-22,NA,NA,NA,NA,-0.337042601357928,NA,NA,6883,NA,0,0,2
2016-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2
2016-10-23,NA,NA,NA,NA,-0.312645974588864,NA,NA,4913,NA,0,0,1
2016-10-24,NA,NA,NA,NA,1.27771967923984,0.965481885273273,NA,8136,2739,0,1,2
2016-10-24,NA,NA,NA,NA,-0.294503498641052,NA,NA,3274,2739,0,1,2
2016-10-24,NA,NA,NA,NA,NA,NA,NA,NA,2739,0,1,2
2016-10-25,NA,0.288832214115918,NA,NA,-0.301270178761076,NA,NA,6390,NA,0,0,2
2016-10-25,NA,0.288832214115918,NA,NA,0.107200255691905,NA,NA,2939,NA,0,0,2
2016-10-26,NA,0.928285787555,NA,NA,-0.654475116400592,NA,NA,2579,NA,0,0,5
2016-10-26,NA,0.928285787555,NA,NA,-0.350564154865339,NA,NA,3335,NA,0,0,5
2016-10-26,NA,0.928285787555,NA,NA,1.41632210469783,NA,NA,8638,NA,0,0,5
2016-10-26,NA,0.928285787555,NA,NA,0.268413432891845,NA,NA,3316,NA,0,0,5
2016-10-26,NA,0.928285787555,NA,NA,1.24991699899042,NA,NA,7401,NA,0,0,5
2016-10-27,NA,NA,NA,NA,0.294271545604155,NA,NA,7562,NA,0,0,6
2016-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6
2016-10-27,NA,NA,NA,NA,0.177234984600278,NA,NA,2908,NA,0,0,6
2016-10-27,NA,NA,NA,NA,-0.815113691813225,NA,NA,4284,NA,0,0,6
2016-10-27,NA,NA,NA,NA,-0.718252440698555,NA,NA,2306,NA,0,0,6
2016-10-27,NA,NA,NA,NA,0.198427060239227,NA,NA,2799,NA,0,0,6
2016-10-27,NA,NA,NA,NA,-0.757964780523218,NA,NA,3243,NA,0,0,6
2016-10-28,NA,0.624464698423683,NA,0.0859267348465411,-0.489225166609519,NA,6881,3293,NA,1,0,6
2016-10-28,NA,0.624464698423683,NA,NA,-0.158055297176457,NA,6881,7157,NA,1,0,6
2016-10-28,NA,0.624464698423683,NA,NA,-0.0454523055594432,NA,6881,3118,NA,1,0,6
2016-10-28,NA,0.624464698423683,NA,NA,-0.362452180962118,NA,6881,3060,NA,1,0,6
2016-10-28,NA,0.624464698423683,NA,NA,1.0886599353179,NA,6881,8064,NA,1,0,6
2016-10-28,NA,0.624464698423683,NA,NA,-0.656989465859883,NA,6881,3139,NA,1,0,6
2016-10-29,NA,1.89621136032386,NA,NA,-1.43107214049247,NA,NA,5612,NA,0,0,2
2016-10-29,NA,1.89621136032386,NA,NA,1.25057568240346,NA,NA,8195,NA,0,0,2
2016-10-30,NA,0.0571609186856583,NA,NA,1.41316474665661,NA,NA,6515,NA,0,0,2
2016-10-30,NA,0.0571609186856583,NA,NA,1.49400249309957,NA,NA,8610,NA,0,0,2
2016-10-31,NA,0.376120239228543,NA,-0.192482393537053,0.211957033074297,0.679120662866467,6099,3074,4274,1,1,6
2016-10-31,NA,0.376120239228543,NA,NA,-0.386347221055439,NA,6099,3164,4274,1,1,6
2016-10-31,NA,0.376120239228543,NA,NA,-0.389576070955249,NA,6099,3506,4274,1,1,6
2016-10-31,NA,0.376120239228543,NA,NA,0.314142850743097,NA,6099,6752,4274,1,1,6
2016-10-31,NA,0.376120239228543,NA,NA,0.330318861349595,NA,6099,8832,4274,1,1,6
2016-10-31,NA,0.376120239228543,NA,NA,0.44719859710044,NA,6099,3775,4274,1,1,6
2016-11-01,NA,0.353498720341921,NA,-0.0110330161310791,0.0329222796153574,0.990444285284436,6039,3124,3103,1,1,3
2016-11-01,NA,0.353498720341921,NA,NA,-0.103151362116631,NA,6039,2773,3103,1,1,3
2016-11-01,NA,0.353498720341921,NA,NA,0.565715725022186,NA,6039,5206,3103,1,1,3
2016-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4
2016-11-02,NA,NA,NA,NA,0.561126400135082,NA,NA,2837,NA,0,0,4
2016-11-02,NA,NA,NA,NA,-0.28257162120228,NA,NA,3007,NA,0,0,4
2016-11-02,NA,NA,NA,NA,-0.436186332706121,NA,NA,7064,NA,0,0,4
2016-11-02,NA,NA,NA,NA,-0.854762387860476,NA,NA,4290,NA,0,0,4
2016-11-03,NA,0.516540098461576,NA,NA,-0.270911945080985,NA,NA,3045,NA,0,0,5
2016-11-03,NA,0.516540098461576,NA,NA,-1.15054354273652,NA,NA,2227,NA,0,0,5
2016-11-03,NA,0.516540098461576,NA,NA,-0.53408194548819,NA,NA,2772,NA,0,0,5
2016-11-03,NA,0.516540098461576,NA,NA,-1.56349614370761,NA,NA,2541,NA,0,0,5
2016-11-03,NA,0.516540098461576,NA,NA,-0.666901104308092,NA,NA,2569,NA,0,0,5
2016-11-04,NA,NA,NA,NA,0.612977108613656,NA,NA,11840,NA,0,0,2
2016-11-04,NA,NA,NA,NA,-0.54313434605342,NA,NA,5383,NA,0,0,2
2016-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2
2016-11-05,NA,0.774689096764947,NA,NA,0.476856639866859,NA,NA,5580,NA,0,0,2
2016-11-05,NA,0.774689096764947,NA,NA,1.57243246713441,NA,NA,19043,NA,0,0,2
2016-11-06,NA,0.0358472216935964,NA,NA,0.514406712414455,NA,NA,7734,NA,0,0,2
2016-11-06,NA,0.0358472216935964,NA,NA,0.463711085321976,NA,NA,4534,NA,0,0,2
2016-11-07,NA,0.849648180612639,NA,NA,-0.861036917183508,NA,NA,2679,NA,0,0,7
2016-11-07,NA,0.849648180612639,NA,NA,0.232209397090505,NA,NA,2489,NA,0,0,7
2016-11-07,NA,0.849648180612639,NA,NA,-1.04274134707734,NA,NA,2391,NA,0,0,7
2016-11-07,NA,0.849648180612639,NA,NA,0.07899403491244,NA,NA,2893,NA,0,0,7
2016-11-07,NA,0.849648180612639,NA,NA,0.510089584813362,NA,NA,3022,NA,0,0,7
2016-11-07,NA,0.849648180612639,NA,NA,1.43550131717061,NA,NA,10444,NA,0,0,7
2016-11-07,NA,0.849648180612639,NA,NA,-0.348860837634372,NA,NA,3193,NA,0,0,7
2016-11-08,NA,NA,NA,NA,0.495245601789081,NA,NA,2774,NA,0,0,7
2016-11-08,NA,NA,NA,NA,0.0523050887061076,NA,NA,3790,NA,0,0,7
2016-11-08,NA,NA,NA,NA,0.92668647066163,NA,NA,3928,NA,0,0,7
2016-11-08,NA,NA,NA,NA,1.07660097372926,NA,NA,5583,NA,0,0,7
2016-11-08,NA,NA,NA,NA,-1.57793104565653,NA,NA,5465,NA,0,0,7
2016-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7
2016-11-08,NA,NA,NA,NA,0.785119479490689,NA,NA,5024,NA,0,0,7
2016-11-08,NA,NA,NA,NA,-1.31233130277032,NA,NA,2323,NA,0,0,7
2016-11-09,NA,0.530620012795713,NA,-0.341186135961635,-0.0459569125682399,NA,5923,3134,NA,1,0,6
2016-11-09,NA,0.530620012795713,NA,NA,-0.50439695970334,NA,5923,2692,NA,1,0,6
2016-11-09,NA,0.530620012795713,NA,NA,0.03083664126344,NA,5923,3024,NA,1,0,6
2016-11-09,NA,0.530620012795713,NA,NA,-0.225996662789349,NA,5923,2518,NA,1,0,6
2016-11-09,NA,0.530620012795713,NA,NA,0.484165477081744,NA,5923,6041,NA,1,0,6
2016-11-09,NA,0.530620012795713,NA,NA,0.974460266863237,NA,5923,5382,NA,1,0,6
2016-11-10,NA,1.18513367783418,NA,NA,-0.0941536600368455,NA,NA,8084,NA,0,0,4
2016-11-10,NA,1.18513367783418,NA,NA,0.897377812171499,NA,NA,4810,NA,0,0,4
2016-11-10,NA,1.18513367783418,NA,NA,-1.04485823649454,NA,NA,2611,NA,0,0,4
2016-11-10,NA,1.18513367783418,NA,NA,1.68097255377633,NA,NA,7530,NA,0,0,4
2016-11-11,NA,0.581683265623245,NA,NA,-0.254159471604531,NA,NA,4883,NA,0,0,4
2016-11-11,NA,0.581683265623245,NA,NA,-0.317846480272421,NA,NA,3231,NA,0,0,4
2016-11-11,NA,0.581683265623245,NA,NA,-0.98564116286361,NA,NA,3229,NA,0,0,4
2016-11-11,NA,0.581683265623245,NA,NA,0.437660591686278,NA,NA,12910,NA,0,0,4
2016-11-12,NA,0.958427404341418,NA,NA,-0.011723045439039,NA,NA,8976,NA,0,0,2
2016-11-12,NA,0.958427404341418,NA,NA,1.34369798833064,NA,NA,8110,NA,0,0,2
2016-11-13,NA,1.17423955570066,NA,NA,2.11637128559407,NA,NA,10884,NA,0,0,2
2016-11-13,NA,1.17423955570066,NA,NA,0.455745780447246,NA,NA,24043,NA,0,0,2
2016-11-14,NA,1.1557226540934,NA,NA,1.35023691586147,NA,NA,9059,NA,0,0,7
2016-11-14,NA,1.1557226540934,NA,NA,1.51752654529797,NA,NA,16700,NA,0,0,7
2016-11-14,NA,1.1557226540934,NA,NA,-0.988042734251231,NA,NA,2402,NA,0,0,7
2016-11-14,NA,1.1557226540934,NA,NA,-1.54882716045487,NA,NA,2266,NA,0,0,7
2016-11-14,NA,1.1557226540934,NA,NA,0.567904573011588,NA,NA,2681,NA,0,0,7
2016-11-14,NA,1.1557226540934,NA,NA,-0.235969808259073,NA,NA,2687,NA,0,0,7
2016-11-14,NA,1.1557226540934,NA,NA,-0.382229226977556,NA,NA,2906,NA,0,0,7
2016-11-15,NA,1.08743255668934,NA,NA,1.27334186586295,-0.108420843752703,NA,5465,4137,0,1,6
2016-11-15,NA,1.08743255668934,NA,NA,1.89681597630651,NA,NA,11100,4137,0,1,6
2016-11-15,NA,1.08743255668934,NA,NA,1.49166449512902,NA,NA,7708,4137,0,1,6
2016-11-15,NA,1.08743255668934,NA,NA,1.30688905476496,NA,NA,7345,4137,0,1,6
2016-11-15,NA,1.08743255668934,NA,NA,-0.996472192672913,NA,NA,2860,4137,0,1,6
2016-11-15,NA,1.08743255668934,NA,NA,0.0701808626449285,NA,NA,4016,4137,0,1,6
2016-11-16,NA,1.09497981165245,NA,NA,-0.756609753215272,NA,NA,3623,NA,0,0,5
2016-11-16,NA,1.09497981165245,NA,NA,0.84947545631878,NA,NA,7572,NA,0,0,5
2016-11-16,NA,1.09497981165245,NA,NA,0.732459804231141,NA,NA,5283,NA,0,0,5
2016-11-16,NA,1.09497981165245,NA,NA,-1.66239218098846,NA,NA,2421,NA,0,0,5
2016-11-16,NA,1.09497981165245,NA,NA,-0.895726160997376,NA,NA,2843,NA,0,0,5
2016-11-17,NA,0.954538432923329,NA,NA,0.35521321007494,NA,NA,3716,NA,0,0,6
2016-11-17,NA,0.954538432923329,NA,NA,0.127011975514188,NA,NA,2999,NA,0,0,6
2016-11-17,NA,0.954538432923329,NA,NA,-0.220104784818415,NA,NA,2507,NA,0,0,6
2016-11-17,NA,0.954538432923329,NA,NA,0.0989936341845187,NA,NA,8907,NA,0,0,6
2016-11-17,NA,0.954538432923329,NA,NA,-0.84824425178128,NA,NA,6908,NA,0,0,6
2016-11-17,NA,0.954538432923329,NA,NA,2.00488829168829,NA,NA,8655,NA,0,0,6
2016-11-18,NA,0.702821949355423,NA,1.60982208561368,-0.778734995475589,NA,1044,2867,NA,1,0,8
2016-11-18,NA,0.702821949355423,NA,NA,0.508524052374506,NA,1044,2633,NA,1,0,8
2016-11-18,NA,0.702821949355423,NA,NA,-0.254489568890255,NA,1044,4658,NA,1,0,8
2016-11-18,NA,0.702821949355423,NA,NA,-1.31828729106082,NA,1044,2935,NA,1,0,8
2016-11-18,NA,0.702821949355423,NA,NA,0.785833528059361,NA,1044,8546,NA,1,0,8
2016-11-18,NA,0.702821949355423,NA,NA,-0.699702106113878,NA,1044,3436,NA,1,0,8
2016-11-18,NA,0.702821949355423,NA,NA,0.169433658846648,NA,1044,5041,NA,1,0,8
2016-11-18,NA,0.702821949355423,NA,NA,-0.0993753903032441,NA,1044,3115,NA,1,0,8
2016-11-19,NA,0.36873944187385,NA,NA,0.584796077346548,NA,NA,5342,NA,0,0,2
2016-11-19,NA,0.36873944187385,NA,NA,0.0633197576666644,NA,NA,6413,NA,0,0,2
2016-11-20,NA,0.532386286895551,NA,NA,1.25601558907778,NA,NA,11276,NA,0,0,2
2016-11-20,NA,0.532386286895551,NA,NA,2.00892349642692,NA,NA,17767,NA,0,0,2
2016-11-21,NA,NA,NA,NA,0.907036540412282,0.144016985564641,NA,5812,16182,0,1,3
2016-11-21,NA,NA,NA,NA,0.585254619308636,NA,NA,3494,16182,0,1,3
2016-11-21,NA,NA,NA,NA,-0.976050147861558,NA,NA,2546,16182,0,1,3
2016-11-21,NA,NA,NA,NA,NA,NA,NA,NA,16182,0,1,3
2016-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5
2016-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5
2016-11-22,NA,NA,NA,NA,-1.47661062751829,NA,NA,2470,NA,0,0,5
2016-11-22,NA,NA,NA,NA,2.04187832715444,NA,NA,7363,NA,0,0,5
2016-11-22,NA,NA,NA,NA,-0.349008322124972,NA,NA,3327,NA,0,0,5
2016-11-22,NA,NA,NA,NA,-0.642251652743669,NA,NA,2480,NA,0,0,5
2016-11-22,NA,NA,NA,NA,0.0659396512385188,NA,NA,2806,NA,0,0,5
2016-11-23,NA,NA,NA,NA,-0.834080035947239,NA,NA,2721,NA,0,0,5
2016-11-23,NA,NA,NA,NA,0.118235037903006,NA,NA,9508,NA,0,0,5
2016-11-23,NA,NA,NA,NA,0.274596754883627,NA,NA,4085,NA,0,0,5
2016-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5
2016-11-23,NA,NA,NA,NA,-0.0705006256729441,NA,NA,3672,NA,0,0,5
2016-11-23,NA,NA,NA,NA,-0.329628999902769,NA,NA,4031,NA,0,0,5
2016-11-25,NA,NA,NA,-0.00385653459735948,0.13340282832891,NA,6205,4578,NA,1,0,1
2016-11-26,NA,0.316236862374228,NA,NA,0.125269605429469,NA,NA,6002,NA,0,0,2
2016-11-26,NA,0.316236862374228,NA,NA,0.572496065121415,NA,NA,5362,NA,0,0,2
2016-11-27,NA,NA,NA,NA,0.54308923767654,NA,NA,14685,NA,0,0,1
2016-11-28,NA,0.952150979789061,NA,NA,0.573677752944474,NA,NA,3151,NA,0,0,6
2016-11-28,NA,0.952150979789061,NA,NA,-0.394311977824948,NA,NA,2876,NA,0,0,6
