"date","crypto_CSAD","btc_open","btc_close","btc_high","btc_low","btc_vs_mrkt_CSAD","SP500_open","SP500_close","SP500_high","SP500_low"
2013-04-29,0.00092241187918438,134.44,144.54,147.49,134,0.838941383371205,1582.339966,1593.609985,1596.650024,1582.339966
2013-04-29,0.00092241187918438,134.44,144.54,147.49,134,0.838941383371205,134.44,144.54,147.49,134
2013-04-30,0.00105609657510389,144,139,146.93,134.05,0.278979421863544,1593.579956,1597.569946,1597.569946,1586.5
2013-04-30,0.00105609657510389,144,139,146.93,134.05,0.278979421863544,144,139,146.93,134.05
2013-05-01,0.000286182667067708,139,116.99,139.89,107.72,1.15429160129335,1597.550049,1582.699951,1597.550049,1581.280029
2013-05-01,0.000286182667067708,139,116.99,139.89,107.72,1.15429160129335,139,116.99,139.89,107.72
2013-05-02,0.000297125874966183,116.38,105.21,125.6,92.28,1.11450273051806,116.38,105.21,125.6,92.28
2013-05-02,0.000297125874966183,116.38,105.21,125.6,92.28,1.11450273051806,1582.77002,1597.589966,1598.599976,1582.77002
2013-05-03,0.00813071286840857,106.25,97.75,108.13,79.1,1.25595541795584,1597.599976,1614.420044,1618.459961,1597.599976
2013-05-03,0.00813071286840857,106.25,97.75,108.13,79.1,1.25595541795584,106.25,97.75,108.13,79.1
2013-05-04,0.00347610840635762,98.1,112.5,115,92.5,0.725711350955769,1606,1615.960022,1619.1149905,1605.9049685
2013-05-04,0.00347610840635762,98.1,112.5,115,92.5,0.725711350955769,98.1,112.5,115,92.5
2013-05-05,0.00364642899019156,112.9,115.91,118.8,107.14,0.46667557617896,1610.200012,1616.730011,1619.44250525,1610.05746475
2013-05-05,0.00364642899019156,112.9,115.91,118.8,107.14,0.46667557617896,112.9,115.91,118.8,107.14
2013-05-06,0.003836112148379,115.98,112.3,124.66,106.64,0.207933763100783,115.98,112.3,124.66,106.64
2013-05-06,0.003836112148379,115.98,112.3,124.66,106.64,0.207933763100783,1614.400024,1617.5,1619.77002,1614.209961
2013-05-07,0.000906884507118393,112.25,111.5,113.44,97.7,0.606391526505441,1617.550049,1625.959961,1626.030029,1616.640015
2013-05-07,0.000906884507118393,112.25,111.5,113.44,97.7,0.606391526505441,112.25,111.5,113.44,97.7
2013-05-08,0.00106962457403731,109.6,113.57,115.78,109.6,0.477443076730417,1625.949951,1632.689941,1632.780029,1622.699951
2013-05-08,0.00106962457403731,109.6,113.57,115.78,109.6,0.477443076730417,109.6,113.57,115.78,109.6
2013-05-09,0.00172697479201528,113.2,112.67,113.46,109.26,0.474668040243886,1632.689941,1626.670044,1635.01001,1623.089966
2013-05-09,0.00172697479201528,113.2,112.67,113.46,109.26,0.474668040243886,113.2,112.67,113.46,109.26
2013-05-10,0.00132243200371348,112.8,117.2,122,111.55,0.497358968035066,112.8,117.2,122,111.55
2013-05-10,0.00132243200371348,112.8,117.2,122,111.55,0.497358968035066,1626.689941,1633.699951,1633.699951,1623.709961
2013-05-11,0.002420586120402,117.7,115.24,118.68,113.01,0.29817991972437,117.7,115.24,118.68,113.01
2013-05-11,0.002420586120402,117.7,115.24,118.68,113.01,0.29817991972437,1629.3949585,1633.7349855,1634.8499755,1625.2249755
2013-05-12,0.00408632929675578,115.64,115,117.45,113.44,0.198057959778744,115.64,115,117.45,113.44
2013-05-12,0.00408632929675578,115.64,115,117.45,113.44,0.198057959778744,1630.74746725,1633.75250275,1635.42498775,1625.98248275
2013-05-13,0.000709620573838184,114.82,117.98,118.7,114.5,0.0977964562868026,114.82,117.98,118.7,114.5
2013-05-13,0.000709620573838184,114.82,117.98,118.7,114.5,0.0977964562868026,1632.099976,1633.77002,1636,1626.73999
2013-05-14,0.000952733211682464,117.98,111.5,119.8,110.25,1.21004937106682,1633.75,1650.339966,1651.099976,1633.75
2013-05-14,0.000952733211682464,117.98,111.5,119.8,110.25,1.21004937106682,117.98,111.5,119.8,110.25
2013-05-15,0.000752564366103559,111.4,114.22,115.81,103.5,0.685207223253921,111.4,114.22,115.81,103.5
2013-05-15,0.000752564366103559,111.4,114.22,115.81,103.5,0.685207223253921,1649.130005,1658.780029,1661.48999,1646.680054
2013-05-16,0.00102135463775988,114.22,118.76,118.76,112.2,0.584497374333457,114.22,118.76,118.76,112.2
2013-05-16,0.00102135463775988,114.22,118.76,118.76,112.2,0.584497374333457,1658.069946,1650.469971,1660.51001,1648.599976
2013-05-17,0.00086092378961858,118.21,123.02,125.3,116.57,1.07884383227935,118.21,123.02,125.3,116.57
2013-05-17,0.00086092378961858,118.21,123.02,125.3,116.57,1.07884383227935,1652.449951,1667.469971,1667.469971,1652.449951
2013-05-18,0.00156491587142257,123.5,123.5,125.25,122.3,0.545726139550144,1659.079956,1666.880005,1670.1549685,1657.9849855
2013-05-18,0.00156491587142257,123.5,123.5,125.25,122.3,0.545726139550144,123.5,123.5,125.25,122.3
2013-05-19,0.00130657514371339,123.21,121.99,124.5,119.57,0.280583948274747,123.21,121.99,124.5,119.57
2013-05-19,0.00130657514371339,123.21,121.99,124.5,119.57,0.280583948274747,1662.3949585,1666.585022,1671.49746725,1660.75250275
2013-05-20,0.00160943177344179,122.5,122,123.62,120.12,0.0162266642212293,122.5,122,123.62,120.12
2013-05-20,0.00160943177344179,122.5,122,123.62,120.12,0.0162266642212293,1665.709961,1666.290039,1672.839966,1663.52002
2013-05-21,0.000884328268501566,122.02,122.88,123,121.21,0.189789166634716,122.02,122.88,123,121.21
2013-05-21,0.000884328268501566,122.02,122.88,123,121.21,0.189789166634716,1666.199951,1669.160034,1674.930054,1662.670044
2013-05-22,0.00117155253886856,122.89,123.89,124,122,1.04946910890976,1669.390015,1655.349976,1687.180054,1648.859985
2013-05-22,0.00117155253886856,122.89,123.89,124,122,1.04946910890976,122.89,123.89,124,122
2013-05-23,0.00156280858930875,123.8,126.7,126.93,123.1,0.1083689619248,123.8,126.7,126.93,123.1
2013-05-23,0.00156280858930875,123.8,126.7,126.93,123.1,0.1083689619248,1651.619995,1650.51001,1655.5,1635.530029
2013-05-24,0.00284699733653981,126.3,133.2,133.85,125.72,0.189304372394503,126.3,133.2,133.85,125.72
2013-05-24,0.00284699733653981,126.3,133.2,133.85,125.72,0.189304372394503,1646.670044,1649.599976,1649.780029,1636.880005
2013-05-25,0.00180449191731907,133.1,131.98,133.22,128.9,0.355928197501378,133.1,131.98,133.22,128.9
2013-05-25,0.00180449191731907,133.1,131.98,133.22,128.9,0.355928197501378,1649.6500245,1654.8300175,1661.994995,1644.755005
2013-05-26,0.00101927377663946,131.99,133.48,136,130.62,0.438132668493343,131.99,133.48,136,130.62
2013-05-26,0.00101927377663946,131.99,133.48,136,130.62,0.438132668493343,1651.14001475,1657.44503825,1668.102478,1648.692505
2013-05-27,0.000547135962987975,133.5,129.75,135.47,124.7,0.480028007798468,1651.885009875,1658.752548625,1671.1562195,1650.661255
2013-05-27,0.000547135962987975,133.5,129.75,135.47,124.7,0.480028007798468,133.5,129.75,135.47,124.7
2013-05-28,0.000460964705661927,129.77,129,130.58,125.6,0.520825058076913,129.77,129,130.58,125.6
2013-05-28,0.000460964705661927,129.77,129,130.58,125.6,0.520825058076913,1652.630005,1660.060059,1674.209961,1652.630005
2013-05-29,0.00105262111765839,129,132.3,132.59,127.66,0.629552656192485,129,132.3,132.59,127.66
2013-05-29,0.00105262111765839,129,132.3,132.59,127.66,0.629552656192485,1656.569946,1648.359985,1656.569946,1640.050049
2013-05-30,0.000979036817931404,132.25,128.8,132.25,127,0.362991973315536,132.25,128.8,132.25,127
2013-05-30,0.000979036817931404,132.25,128.8,132.25,127,0.362991973315536,1649.140015,1654.410034,1661.910034,1648.609985
2013-05-31,0.000744567938301895,128.8,129,129.9,126.4,1.60124445064382,1652.130005,1630.73999,1658.98999,1630.73999
2013-05-31,0.000744567938301895,128.8,129,129.9,126.4,1.60124445064382,128.8,129,129.9,126.4
2013-06-01,0.000697508572644919,128.81,129.3,129.78,127.2,0.496007076865419,128.81,129.3,129.78,127.2
2013-06-01,0.000697508572644919,128.81,129.3,129.78,127.2,0.496007076865419,1641.919983,1635.580017,1649.705017,1626.7299805
2013-06-02,0.000740859807342827,129.3,122.29,129.4,115.05,0.0628023377268017,129.3,122.29,129.4,115.05
2013-06-02,0.000740859807342827,129.3,122.29,129.4,115.05,0.0628023377268017,1636.814972,1638.0000305,1645.0625305,1624.72497575
2013-06-03,0.00175173867475499,122.5,122.22,122.5,116,0.623206117829556,122.5,122.22,122.5,116
2013-06-03,0.00175173867475499,122.5,122.22,122.5,116,0.623206117829556,1631.709961,1640.420044,1640.420044,1622.719971
2013-06-04,0.000732872745459231,120.74,121.42,123.84,119.1,0.719555008691159,1640.72998,1631.380005,1646.530029,1623.619995
2013-06-04,0.000732872745459231,120.74,121.42,123.84,119.1,0.719555008691159,120.74,121.42,123.84,119.1
2013-06-05,0.00152257351679274,121.4,121.65,123.47,119.9,1.53096984517392,121.4,121.65,123.47,119.9
2013-06-05,0.00152257351679274,121.4,121.65,123.47,119.9,1.53096984517392,1629.050049,1608.900024,1629.310059,1607.089966
2013-06-06,0.000738873039924,121.9,118,123.1,117.25,0.977464817267868,121.9,118,123.1,117.25
2013-06-06,0.000738873039924,121.9,118,123.1,117.25,0.977464817267868,1609.290039,1622.560059,1622.560059,1598.22998
2013-06-07,0.000736624108733494,118.97,111.5,119,106.42,1.33040346415107,118.97,111.5,119,106.42
2013-06-07,0.000736624108733494,118.97,111.5,119,106.42,1.33040346415107,1625.27002,1643.380005,1644.400024,1625.27002
2013-06-08,0.00122687436922634,111,108.3,111.42,107.3,0.578757792575025,111,108.3,111.42,107.3
2013-06-08,0.00122687436922634,111,108.3,111.42,107.3,0.578757792575025,1634.970032,1643.095032,1646.5449825,1632.265015
2013-06-09,0.00180725069083061,107.89,100,108.99,88.5,0.207439936376774,1639.820038,1642.9525455,1647.61746175,1635.7625125
2013-06-09,0.00180725069083061,107.89,100,108.99,88.5,0.207439936376774,107.89,100,108.99,88.5
2013-06-10,0.00180371737701366,100.44,106.35,110.1,95,0.164800356645781,1644.670044,1642.810059,1648.689941,1639.26001
2013-06-10,0.00180371737701366,100.44,106.35,110.1,95,0.164800356645781,100.44,106.35,110.1,95
2013-06-11,0.000893380125554736,106.35,108.9,109.6,104,0.955353712134436,106.35,108.9,109.6,104
2013-06-11,0.000893380125554736,106.35,108.9,109.6,104,0.955353712134436,1638.640015,1626.130005,1640.130005,1622.920044
2013-06-12,0.000811458609991874,109,108.15,111.79,106.73,1.32621602207861,109,108.15,111.79,106.73
2013-06-12,0.000811458609991874,109,108.15,111.79,106.73,1.32621602207861,1629.939941,1612.52002,1637.709961,1610.920044
2013-06-13,0.00112834334603243,108.78,104,110.3,100.53,1.80140786066352,1612.150024,1636.359985,1639.25,1608.069946
2013-06-13,0.00112834334603243,108.78,104,110.3,100.53,1.80140786066352,108.78,104,110.3,100.53
2013-06-14,0.000912455785836974,103.95,99.98,104.7,98,0.679359284554614,1635.52002,1626.72998,1640.800049,1623.959961
2013-06-14,0.000912455785836974,103.95,99.98,104.7,98,0.679359284554614,103.95,99.98,104.7,98
2013-06-15,0.00107647486398117,100,99.99,103.7,98,0.0407331203087448,100,99.99,103.7,98
2013-06-15,0.00107647486398117,100,99.99,103.7,98,0.0407331203087448,1633.0800175,1632.8850095,1643.6500245,1627.1499635
2013-06-16,0.00156058911994274,99.8,99.51,101.6,98.95,0.279673682229087,99.8,99.51,101.6,98.95
2013-06-16,0.00156058911994274,99.8,99.51,101.6,98.95,0.279673682229087,1631.86001625,1635.96252425,1645.07501225,1628.74496475
2013-06-17,0.00182244594094547,99.9,101.7,102.21,99,0.600150650114004,1630.640015,1639.040039,1646.5,1630.339966
2013-06-17,0.00182244594094547,99.9,101.7,102.21,99,0.600150650114004,99.9,101.7,102.21,99
2013-06-18,0.00114229900357801,101.95,107.4,111.11,101.03,0.866095530830239,1639.77002,1651.810059,1654.189941,1639.77002
2013-06-18,0.00114229900357801,101.95,107.4,111.11,101.03,0.866095530830239,101.95,107.4,111.11,101.03
2013-06-19,0.00159511398341581,107.05,108.25,110.22,105.75,1.71289466145916,107.05,108.25,110.22,105.75
2013-06-19,0.00159511398341581,107.05,108.25,110.22,105.75,1.71289466145916,1651.829956,1628.930054,1652.449951,1628.910034
2013-06-20,0.000896722469302079,108.25,110.15,114.3,107.5,2.75438486280148,108.25,110.15,114.3,107.5
2013-06-20,0.000896722469302079,108.25,110.15,114.3,107.5,2.75438486280148,1624.619995,1588.189941,1624.619995,1584.319946
2013-06-21,0.00234099791960439,111.29,109.5,114.99,107.69,0.265830493044993,111.29,109.5,114.99,107.69
2013-06-21,0.00234099791960439,111.29,109.5,114.99,107.69,0.265830493044993,1588.619995,1592.430054,1599.189941,1577.699951
2013-06-22,0.00154474252525967,109.5,108.3,109.96,107.51,0.480479993718159,109.5,108.3,109.96,107.51
2013-06-22,0.00154474252525967,109.5,108.3,109.96,107.51,0.480479993718159,1588.6950075,1582.76001,1593.9799805,1569.0149535
2013-06-23,0.00096313185532977,108.2,107.6,108.8,106.23,0.853657976163075,1588.73251375,1577.924988,1591.37500025,1564.67245475
2013-06-23,0.00096313185532977,108.2,107.6,108.8,106.23,0.853657976163075,108.2,107.6,108.8,106.23
2013-06-24,0.000897896450600239,107.9,102.74,108.33,100.98,1.22599595473797,107.9,102.74,108.33,100.98
2013-06-24,0.000897896450600239,107.9,102.74,108.33,100.98,1.22599595473797,1588.77002,1573.089966,1588.77002,1560.329956
2013-06-25,0.00120859352243822,102.09,103.95,106.47,101.01,0.783961531456102,102.09,103.95,106.47,101.01
2013-06-25,0.00120859352243822,102.09,103.95,106.47,101.01,0.783961531456102,1577.52002,1588.030029,1593.790039,1577.089966
